Title,Question,Response
Társasház leázás,Egy Társasház legfelső emeletén lakok. Évek óta probléma a beázás. A közös képviselő nem nagyon foglalkozik vele. Ha el is érem mindig ugyanazt az embert küldi. De a problémát nem tudják megoldani. Milyen jogi lépéseket tehetek? Lassan tönkremegy teljesen a lakásom.,"Tisztelt Kérdező!
A közös tulajdon védelmében bármelyik tulajdonostárs önállóan is felléphet.
Az állag megóvásához és fenntartásához feltétlenül szükséges munkálatokat bármelyik tulajdonostárs jogosult elvégezni; az ilyen kiadások ráeső részét mindegyik tulajdonostárs köteles viselni. Ilyen kiadások előtt a tulajdonostársakat lehetőség szerint értesíteni kell.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Milyen szabályok vonatkoznak a kender árusitására?,"Kedves JogiKerdesek.hu!
Szeretnékinditaniegy olyan webshopot ahol száritott cbd tartalmúkender virágot árusitanék természetesen a THC tartalma 0,2% alatt lenne. És olyan kérdésem lenne hogy ehez kell e valamilyen engedély és hogy a virágot árusitás előtt be kell e vizsgálni mivel olaszországból importálnám és ott is 0,2%-os thc tartalom alatt árulják.
Választ előre is köszönöm!","Kedves Kérdező!
Magyarországon a jelenleg  hatályos jogszabályok szerint csak kendermagés a magolaj használható élelmiszerben és étrend-kiegészítőben, ha a magolaj CBD tartalma nem haladja meg a 25 mg/kg mennyiséget.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Hagyatéki eljárás,"Tisztelt Szakértő!Tavaly augusztusban elhunyt az öcsém. Felesége, élettársa,gyermeke, nem volt, sajnos a szüleink sem élnek már, így a 2 még akkor élő testvére, illetve a több mint 10 éve elhunyt bátyjánk részéről, annak két gyermeke örökli a hagyatékát.A hagyatéki eljárás el is indult, de sajnos pár hete elhunyt a nővérem aki mellettem, és a már jóval régebben elhunyt bátyjám gyermekei mellett az egyik örökös volt.A nővérem időközben bekövetkezett sajnálatos halála mennyiben változtatja meg a már zajló (több mint 6 hónap telt el a másik testvérem halála óta) hagyatéki eljárást? Várható e hogy újabb 6-8 hónapot várni kell mire az augusztusban elhunyt bátyám hagyatéki ügye lezárul?","Kedves Kérdező!
A jelenleg zajló hagyatéki eljárást az időközben bekövetkezett nővér halála nem befolyásolja, tehát folytatódik a már megkezdett eljárás, nem kell újabb 6-8 hónapot várni.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Üdvözlöm. Még 2 hónapig tanuló 19 éves lány költözése az Apai háztól. Gyermektartást a volt feleség fizet.,,"Kedves Rita!
Amennyiben a nagykorú gyermek továbbtanul, és tanulmányai elvégzéséhez szükséges, úgy jogosult tartásra a szülőktől. Tanulmánynak minősül az életpályára előkészítő szakképzettség megszerzéséhez szükséges képzés vagy tanfolyam, a felsőfokú végzettségi szintet biztosító alap- és mesterképzésben, valamint a felsőfokú szakképzésben folytatott tanulmányok folyamatos végzése.  Elvált szülők esetén a tartásdíjra elsődlegesen a szülők egymás közötti megállapodása az irányadó, ha ez hiányzik, akkor a bíróság a tartásdíj mértékének meghatározásánál a továbbtanuló gyermek indokolt szükségleteit, saját jövedelmét, vagyoni helyzetét, a tanulmányai folytatásához jogszabály által biztosított kedvezményeket, támogatásokat és a szülők teherbíró képességét veszi figyelembe.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Hogyan alakulnak az ajándékozás szabályai?,"Nagymamám 4 évvel ezelőtt ajándékozási szerződés keretében egy ingatlant ajándékozott az én számomra. Szüleimmel nem ápolok jó kapcsolatot. Érdeklődnék, hogy az ajándékozási szerződésben foglalt ingatlan teljes mértékben az én tulajdonomat képezi? Afölött szüleimnek semmi tulajdonjoga nem lesz a nagymamám halála után? Milyen jogi feltételek vonatkoznak erre?Köszönöm a válaszukat.","Kedves Gergő!
Ha a nagymamája volt az ingatlan kizárólagos tulajdonosa, tehát az ingatlan az ő 1/1 tulajdoni hányadában állt, és az ajándékozást követően az Ön 1/1 tulajdoni hányada bejegyzésre került az ingatlan tulajdoni lapjára, akkor az kizárólag az Ön tulajdonát képezi, tehát a szüleinek a nagymamája halála után nem lesz rajta tulajdonjoga.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Szociális gondozó és ápoló Okj34 és Demencia gondozó Okj35 képesítéssel milyen a helyes fizetési osztály gondozóként?,"Üdvözlöm!Idősek Otthonában dolgozom gondozó munkakörben, mikor alkalmaztak, ""C"" fizetési osztályba soroltak, akkor még csak Okj 34-es szociális gondozó és ápoló képesítéssel, munkáltatóm elküldött Okj 35-ös demencia gondozó képzésre, amire 5 évet alá is irattak tanulmányi szerződést velem. Kérdésem a következő lenne: Az Okj 34-es szintű képzettség tudomásom szerint középfokú szakképesítés, amelynél rendben is volt a ""C""  fizetési kategória, de erre a középfokú szakképesítésre épülő Okj 35-ös szintű szakképesítés ráépülés esetében már elvileg a ""D"" fizetési osztályba kellett volna átsorolniuk, ha jól értelmezem a hatályos jogszabályokat?Válaszát előre is köszönöm!","Tisztelt Kérdező!
Amennyiben munkaköre igényli az OKJ 35-ös szint végzettségének az alkalmazását, valamint rendelkezik érettségi bizonyítvánnyal úgy jogosan pályázhat a „D” kategóriába való sorolásra. Ugyanis ennél a kategóriánál „szakképesítést meghaladó” végzettség van előírva az OKJ 35-ös besorolás pedig „szakképesítésre-ráépülő” tehát eleget tesz a kritériumnak.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Öröklés házasságkötés,"Tiszteletem!Párommal házasságkötésen gondolkodunk.Ő gyermektelen, szülei már nem élnek. Élő Unokatestvérei vannak.Nekem két élő gyermekem van.Saját egzisztenciával, tulajdonjoggal rendelkezünk.Mit örökölne a Párom az Én halálom esetén?Mit örökölnék Én a Párom halála után?Válaszukat előre is köszönöm!","Kedves Kérdező!
Ha nem hagynak végintézkedést, akkor a törvényes öröklés szabályai szerint történik az öröklés.
A halála után Párjának holtig tartó haszonélvezeti joga lesz a közösen lakott lakáson és a hozzá tartozó berendezési és felszerelési tárgyakon, valamint egy gyermek részt örököl a hagyaték többi részéből, azaz a jelenleg fennálló helyzet szerint ez 1/3 rész.
Ön a Párja után, – ha nem lesz gyermekük – mivel Párja szülei sem élnek már, egyedül örököl.
Ha nem hagynak végintézkedést, akkor a törvényes öröklés szabályai szerint történik az öröklés.
A halála után Párjának holtig tartó haszonélvezeti joga lesz a közösen lakott lakáson és a hozzá tartozó berendezési és felszerelési tárgyakon, valamint egy gyermek részt örököl a hagyaték többi részéből, azaz a jelenleg fennálló helyzet szerint ez 1/3 rész.
Ön a Párja után, – ha nem lesz gyermekük – mivel Párja szülei sem élnek már, egyedül örököl.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
mikor jár a hőség szünet ?,,"Tisztelt Kérdező!
A 3/2002. (II. 8.) SzCsM-EüM együttes rendelet alapján, ha egy zárttéri munkahelyen a hőmérséklet meghaladja a 24°C (Kelvin) EH (Effektív Hőmérséklet) értéket, akkor szükség van óránként legalább 5, de legfeljebb 10 perces pihenőidő beiktatására. Emellett, 24°C (Kelvin) EH érték feletti hőmérsékletű munkahelyeken a munkaszervezésnek meg kell teremtenie a dolgozók hőre való alkalmazkodásának feltételeit, és legalább félóránként védőitalt kell biztosítani a munkavállalóknak. A védőitalhoz elegendő mennyiségű, személyenként kiadott ivópoharakat kell rendelkezésre állítani.
a PROKATOR-NET jogi csapata
Tájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Adminisztratív hiba jogi meghatározása,"Tisztelt Jogi Csapat!Az alábbi kérdéssel fordulok önökhöz:Intézmények és nagyvállalatok egyaránt előszeretettel használják az ""adminisztratív hiba"" kifejezést különféle mulasztások és szándékos visszaélések elkendőzésére. Szeretném megkérdezni, hogy a magyar jog meghatározza-e az adminisztratív hiba fogalmát? Mi tekinthető annak és mi az, ami már nem. Biztosítással kapcsolatos ügyről van szó.Köszönöm a segítséget!","Kedves Kérdező!
Az Ön által felvetett kérdés kapcsán fontos kiemelni, hogy a magyar jogrendszerben az ""adminisztratív hiba"" kifejezés nem rendelkezik explicit, jogszabályokban rögzített definícióval. Ennek ellenére a gyakorlatban gyakran alkalmazzák ezt a fogalmat olyan hibákra vagy tévedésekre utalva, amelyek az adminisztratív eljárások során merülnek fel, mint például dokumentumkezelés vagy adatrögzítési folyamatok.
Az adminisztratív hibák spektruma széles; érinthetik a véletlenül elkövetett elírásokat, az adatbeviteli hibákat vagy a figyelmetlenségből adódó mulasztásokat. Az, hogy egy konkrét hiba mitől tekinthető adminisztratív hibának, és mi az, amely már túlmutat ezen és esetleg jogi felelősségre vonást igényelhet, az adott eset körülményeitől függ.
Specifikusan biztosítási ügyek kontextusában egy adminisztratív hiba például lehet egy tévesen rögzített adat, amely befolyásolja egy biztosítási követelés kimenetelét. Ha viszont a hiba mögött szándékosság áll, vagy ha az a jogszabályok megsértésével jár, akkor a helyzet már nem csupán adminisztratív hibaként kezelendő, és jogi következményeket vonhat maga után.
A jogi felelősség megállapítása és esetleges kártérítési követelések értékelése esetében a Polgári Törvénykönyv (Ptk.) és egyéb releváns jogszabályok, valamint a joggyakorlat adta keretek között történik.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Garantált bérminimum,"T.Cím!Munkavállaló munkaidő keretben órabéres elszámolásban került alkalmazásra. Órabérét a garantált bérminimum alapján állapították meg. Kérdésem az lenne, hogy szabályos-e a munkáltató azon eljárása,hogy abban a hónapban melyben a dolgozó órabére alapján nem éri el a garantált bérminimumot kiegészítik a bérét. Azonban, ha egy következő hónapban több lesz a bére, vagy jutalmat kap, abban az esetben az előzőleg kapott kiegészítést visszavonják a béréből.","Tisztelt Kérdező!
A munkabérből levonásnak jogszabály vagy végrehajtható hatósági határozat alapján van helye. A munkáltató a követelését a munkavállaló munkabéréből akkor vonhatja le, ha az előlegnyújtásból ered, vagy az a munkavállaló hozzájárulása alapján történik, de kizárólag a levonásmentes munkabérrészig.2023. január 1-jétőllevonás mentesa végrehajtás alól a havonta kifizetettmunkabér60.000Ft-ig.A munkavállaló munkabérére vonatkozó igényéről egyoldalú jognyilatkozattal nem mondhat le.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
17 hét évesen milyen szabályok vannak az elköltözést illetően?,"16. életévét betöltött személy korlátozottan cselekvőképesnek számít. Amennyire én tudom, ilyen személy a szülő/gondviselő beleegyezése nélkül más felnőtthöz költözhet - viszont ez eléggé pontatlan megfogalmazás, s nem tudom, tényleg így van e. Ezért szeretném megkérdezni, hogy erre vonatkozóan milyen törvény/szabály létezik.","Kedves Kérdező!
Köszönjük szépen az érdekes kérdését. A válaszom az, hogy kérelmet kell előterjeszteni a gyámhatóságnál, azért hogy a szülői házat ön el tudja hagyni fontos hogy 14 év alatt cselekvőképtelen kiskorú nem terjeszthet elő ilyen kérelmet. Ön korlátozottan cselekvő képes kiskorú a kérelmet elő terjesztheti önállóan.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Idős személy lakáseladásból származó bevétel biztosítása.,"Édesanyám 93 éves, jelenleg otthonban él. Lakását el szeretnénk adni, mivel fenntartani nem tudjuk. A lakás felerészben az Ő tulajdona, a másik felén testvéremmel osztozunk a tulajdonon, amin Édesanyám haszonélvezete van. Kérdésem, hogy milyen lehetőségek vannak, hogy ő is be legyen biztosítva, de ne bankban álljon a pénze. Részemről gondoltam másik ingatlan vásárlására, amire haszonélvezetet jegyeztetnék be a nevére.Várom válaszukat, üdvözlettel:Murlasits Péterné","Kedves Kérdező.
Az ön édesanyának egy oldalúan le kéne mondani a haszonélvezeti jogáról ezt.A holtig tartó haszonélvezeti jog törlése egyoldalú nyilatkozattal történik, amelyhez egy ügyvéd által ellenjegyzett okirat szükséges.
Viszont, ha le mond a haszonélvezeti jogáról egyoldalúan, akkor, ha vesznek másik ingatlan tudnak szerződéssel haszonélvezeti jogot alapítani az édesanyja részére így be lesz biztosítva.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Roma kisebbség,Két fővel működhet a roma kisebbség,"Kedves Kérdező!
Nagyon szépen köszönjük a kérdését. A kérdésére a következő választ találtam:
Egy évszázada Magyarországon honos népcsoport, amely kisebbségben él, rendelkezik saját nyelvvel, kultúrával és hagyományokkal; egyben összetartozás-tudatáról Az Infojegyzet bemutatja a nemzetiségi önkormányzatok választását az önkormányzatiság három – települési, területi és országos – szintjén.  A nemzetiségi önkormányzatok feladata a nemzetiségeket megillető jogok érvényesítése és érdekeik képviselete.  A nemzetiségi önkormányzatok a közigazgatási jogon belül, a helyi önkormányzatisághoz illeszkedve alakultak ki Magyarországon. Az Njtv. rendelkezéseinek hiányában a helyi önkormányzatokra vonatkozó jogszabályok az irányadók – az adósságrendezés kivételével.  A nemzetiség önkormányzatok közfeladatot látnak el, ebből adódóan a törzskönyvi nyilvántartásuk közhiteles, a Magyar Államkincstár adatbázisából lekereshetőek.  A települési és a területi nemzetiség önkormányzatok együttes elnevezése a helyi nemzetiségi önkormányzatok.  A helyi nemzetiségi önkormányzatok kötelező és önként vállalt feladatokat látnak el.  A nemzetiségek részvételét az Országgyűlésben a nemzetiségi listán mandátumot szerzett nemzetiségi képviselők vagy szószólók biztosítják (bővebben: Infojegyzet 2017/20.). Forrás: Njtv.; KSH, 2018; Grafika: Infoszolg Nemzetiségi önkormányzati választások 2019/28. 2019. július 1. 2 tanúbizonyságot tesz.
A rendelkezésemre álló információ szerint igen.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Deviza Lakáshitel,"Üdv!Van egy devizahiteles házunk a volt párommal,1/2 arányban, felmondott hitel,ami úgy áll most hogy végrehajtási záradék, pénzkövetelés végrehajtására levelet kaptam,lehetőség lenne átadni az eszközkezelőnek,de a volt párom nem írja alá a papírokat,minden feltételnek megfelelnénk pedig.Benne lakik a közös kiskorú gyermekünkkel aki 6,5 éves,meg az élettársával,bíróság azt mondja nem lehet kényszeríteni hogy átadja,de engem meg belesodor egy nagy adósságba,ezt lehet neki?Milyen jogorvoslat van erre vagy létezik-e,hogy ne kerüljek ilyen mértékű hátrányba,többször beszéltem az eszközkezelővel,az együtt működésemről nyilatkoztam.2016.06.25.Tisztelettel:Palásti Ferenc","Kedves Kérdező!
Kérni kell a közös tulajdon megszüntetését a 2013. évi V. törvény (Ptk.)
5:84. §[A közös tulajdon megszüntetése]
(1) A közös tulajdon tárgyait elsősorban természetben kell megosztani. A közös tulajdon tárgyait vagy azok egy részét - ha ez a tulajdonostársak körülményeire tekintettel indokolt - megfelelő ellenérték fejében a bíróság egy vagy több tulajdonostárs tulajdonába adhatja. Ehhez a tulajdonjogot megszerző tulajdonostárs beleegyezése szükséges, kivéve, ha a bíróság a közös tulajdonban álló ingatlanrészt az abban lakó tulajdonostárs tulajdonába adja, és ez nem sérti a benne lakó méltányos érdekeit.
(2) Ha a közös tulajdon más módon nem szüntethető meg, vagy a természetbeni megosztás jelentős értékcsökkenéssel járna vagy gátolná a rendeltetésszerű használatot, a közös tulajdon tárgyait értékesíteni kell, és a vételárat kell a tulajdonostársak között megfelelően felosztani. A tulajdonostársakat az elővásárlási jog harmadik személlyel szemben az értékesítés során is megilleti.
(3)A közös tulajdon tárgyának a tulajdonostárs tulajdonába adása esetén a megfelelő ellenértéket, az árverés útján való értékesítésnél a legkisebb vételárat a bíróságnak ítéletében kell megállapítania. Az ítéletben megállapított legkisebb vételárat a végrehajtás során sem a végrehajtó, sem a bíróság nem változtathatja meg.
(4)Ha olyan ingatlan közös tulajdonát kell megszüntetni, amelyben az egyik tulajdonostárs benne lakik, a bíróság őt az ingatlan elhagyására kötelezi, vagy - ha az ingatlan elhagyására kötelezés a benne lakó tulajdonostárs méltányos érdekét sérti - részére a tulajdoni hányadával arányos használati jogot alapít. A használati jog értékcsökkentő hatását az ingatlanban maradó tulajdonostársnak kell viselnie mind a magához váltás folytán fizetendő ellenértéknek, mind az árverési vételár felosztási arányának a meghatározásánál. A használati jog bíróság által meghatározott és törvény által biztosított terjedelmének jelentős túllépése esetén a bíróság a tulajdonos kérelmére a használati jogot megszünteti.
(5) Az ingatlanon fennálló közös tulajdon - ha a társasház létesítésének feltételei egyébként fennállnak - az ingatlan társasházzá alakításával is megszüntethető. Ha a közös tulajdont társasházzá alakítással a bíróság szünteti meg, a társasház alapító okiratát a bíróság ítélete pótolja.
(6) A bíróság nem alkalmazhatja a közös tulajdon megszüntetésének olyan módját, amely ellen valamennyi tulajdonostárs tiltakozik.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
"milyen autós kamerát javasol vásárolni, hogy per esetén jogszerűen használhassam a felvételt?",,"Kedves Kérdező!
Bármilyen olyan kamera jó aminek  a kép felbontása jó megfelelő videóképeket készít.
Kivehetőek legyenek belőle a dolgok.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
"Magántanításban mit jelent, hogy alapfok?","5-ös adószámmal zenei magánórákat szeretnék adni. Ehhez ezeket választottam:- Alapfokú művészetoktatás- Iskolai rendszeren kívüli alapfokú művészetoktatásAz ""alapfok"" behatárolja, hogy mit taníthatok, vagy nem? Ebben a kettőben volt csak benne az, hogy ""művész"".","Kedves Kérdező,
Az ""alapfok"" kifejezés az oktatás szintjét jelöli, és az alapfokú művészetoktatás keretein belül bizonyos művészeti tárgyakat taníthat. Az iskolai rendszeren kívüli alapfokú művészetoktatás esetén is hasonló a helyzet. Tehát, az ""alapfok"" kifejezés valóban behatárolja, hogy mit taníthat, azzal a céllal, hogy az oktatás a megfelelő szinten történjen.
üdvözlettel
PROKATOR-NET jogi csapata
Tájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Közalkalmazott átsorolása doktori cím megszerzése után,"Tisztelt Címzett!Érdeklődni szeretnék, mikor kell a munkáltatónak közalkalmazottat átsorolni magasabb fizetési kategóriába, miután megszerzi a doktori címet? A hivatalos címszerzés másnapján, esetleg a következő hónap első napján? A végzett munkához szükséges a doktori cím és külön szerződés nem szabályozza az átsorolás idejét (kutatóintézeti munka),Előre is köszönöm!","Kedves Kérdező!
Nem találtam erre vonatkozó jogszabályi rendelkezést mikor kell át sorolni a közalkalmazottat
Kjt. 61. § (1) […]
a) az „A” fizetési osztályba
aa) a legfeljebb alapfokú iskolai végzettséghez kötött munkakör,
ab) az alapfokú iskolai végzettséget nem igénylő szakképesítéshez kötött munkakör,
b) a „B” fizetési osztályba az alapfokú iskolai végzettséget igénylő szakképesítéshez kötött munkakör,
c) a „C” fizetési osztályba
ca) a középfokú iskolai végzettséget igénylő szakképesítéshez kötött munkakör,
cb) az érettségi végzettséghez kötött munkakör,
d) a „D” fizetési osztályba az érettségi végzettséget igénylő szakképesítéshez kötött munkakör,
e) az „E” fizetési osztályba
ea) az egyetemi, főiskolai végzettséget nem tanúsító felsőfokú szakképesítéshez, felsőoktatási szakképzésben szerzett szakképzettséghez kötött munkakör,
eb) az érettségi végzettséghez kötött akkreditált iskolai rendszerű felsőfokú szakképesítéshez kötött munkakör,
f) az „F” fizetési osztályba a főiskolai végzettséget és szakképzettséget igazoló oklevélhez kötött munkakör,
g) a „G” fizetési osztályba a főiskolai végzettséget és szakképzettséget igazoló oklevélhez és a munkakör betöltéséhez jogszabályban előírt szakvizsgát vagy jogszabályban azzal egyenértékűnek elismert vizsgát igazoló oklevélhez kötött munkakör,
h) a „H” fizetési osztályba
ha) az egyetemi végzettséget és szakképzettséget igazoló oklevélhez kötött munkakör,
hb) a főiskolai végzettséget és szakképzettséget igazoló oklevélhez kötött munkakör és ehhez az oklevélhez kapcsolódó tudományos fokozat,
i) az „I” fizetési osztályba
ia) az egyetemi végzettséget és szakképzettséget igazoló oklevélhez és a munkakör betöltéséhez jogszabályban előírt szakvizsgát vagy jogszabályban azzal egyenértékűnek elismert vizsgát igazoló oklevélhez kötött munkakör,
ib) az egyetemi végzettséget és szakképzettséget igazoló oklevélhez kötött munkakör és 1984. szeptember 1-je előtt doktori cselekmény alapján szerzett egyetemi doktori cím, vagy egyetemi végzettséget és szakképzettséget igazoló oklevél és 1984. szeptember 1-je után szerzett egyetemi tudományos fokozat,
j) a „J” fizetési osztályba
ja) az egyetemi végzettséget és szakképzettséget igazoló oklevélhez kötött munkakör és a nemzeti felsőoktatásról szóló törvény szerinti tudományos fokozat,
jb) a Magyar Tudományos Akadémia hazai rendes és levelező tagsága, az akadémiai doktori cím.”
ha Ön megszerzi a doktori fokozatott és az azt jelenti, hogy önt a munkahelyén magasabb fokozatba kel sorolni akkor önt azonnal át kell sorolni úgy gondolom, mivel a feltételek fent állnak.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
Közalkalmazotti besorolás,"T.Címzett!
10 évig mentőápolóként dolgoztam majd fekvőbeteg ellátásban helyezkedtem el ápolóként 20 éve, a képzettségem, általános ápoló és általános asszisztens (1980), mentőszakápoló (1992), érettségi (2010). Besorolásom „D” kategória. Nem rég munkába állt ugyan ebben a beosztásban, érettségivel és 2 éves esti tagozaton végzett gyakorló mentőápoló, semmilyen egyéb egészségügyi alapképzés nélkül „E” kategóriába alkalmazzák. Csak azért, mert ő OKJ-s képzésen vett részt?A másik Általános ápoló és általános asszisztens, érettségivel miért van „D” besorolásban ?
Tisztelettel várom kimerítő válaszát.","Kedves Kérdező!
A közalkalmazott fizetési osztályát (besorolását) az ellátandó munkakör betöltésére előírt annak a legmagasabb iskolai végzettségnek, illetve szakképesítésnek, szakképzettségnek, doktori címnek, tudományos fokozatnak alapján kell meghatározni, amellyel a közalkalmazott rendelkezik.
Sajnos a jogszabály így rendelkezik, mert azOKJ-s képzés másképt minősül mint az érettségi. Más a besorolása.
Üdvözlettel:a PROKATOR-NET jogi csapataTájékoztatjuk, hogy a honlapon elérhető tartalmak és információk nem minősülnek sem jogi, sem egyéb tanácsadásnak, sem ajánlattételnek, sem pedig ajánlattételre való felhívásnak. A tájékoztatást a rendelkezésre álló információk alapján adtuk, azért felelősséget sem a szolgáltató, de a partner válaszadó sem vállal."
